image_id,split,label,label_index,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,image_sha256,annotation_sha256,source_group
p1_15157,train,standing,1,42,199,92,391,e28b4961baf141ce2e94cf7f01214a95ae2deb4f131606a62e2d6eb2ae6fa782,70251a31ddfa6a74d0c309ae6e0cbad4271435dcca40908aac0b50f37345a0d3,source_p1_02469
p1_15259,test,running,3,0,0,283,594,36476ba36ca8d69d933c24875b01accf041f56af66a1a6f8d469301282b2397b,aea32d86977b065d614c1a65c58711d7444781e7a4966d149d48fb0b58afa59a,source_p1_15259
p1_15290,val,standing,1,224,96,302,298,d910c4804f1b9a414260cce76542a23d9bc1626bff39a3034d8d23aac93d76c3,19c521bdad1611ca2c0cf3abdffbe8aca8245d729d5624cc8045ac0e4243ae2d,source_p1_15290
p1_15295,train,jumping,5,41,0,338,394,80c3e44185aeb1621d36c1997837c7bf65327c92f4b941aabdd0e7b5d0dab290,47c06a22bbb0b5cdcab854fe45f357a0785cfc42361c1344bd9766f0a41fcfaf,source_p1_15295
p1_15527,test,standing,1,83,50,241,440,c6664a6f6c189a04124986068fabc77a98f75ec032808d6e8ed474c729598cb8,5ed720fdb7bb81788d086db4b5abae386d61989a5a943a9dbb27c7746c122b71,source_p1_15527
p1_15614,val,bending,4,46,76,405,503,e92178cb88967ddda9590b42540c2f965555e34e084c99dd92fd3e92ceaa0ce0,f613ee4c5a048b1966694088b188764743aec6594abad873cb65ab86f3d45dc2,source_p1_08813
p1_15695,train,squatting,7,109,58,368,576,702f0af1fb25d28dd62c5e87b09e5b456aa630a2d161238aa5026522a0e25405,fbe331afe3bf4ab1e2ef0d3c45dff56139c2bf36ce9ec076635d5327b12ba967,source_p1_15695
p1_15776,val,bending,4,166,118,292,408,86f38d65d5c57df25bb75343d0bc466576db6f7622eaf84994a9e763ef888187,325f83a125960a18b317e1541ad8444563995edddda88323d7046a04c22d68bc,source_p1_03535
p1_15814,train,bending,4,26,33,317,507,c4c72c6e390bf632dd98a3c35bdabe285c14bb493919899cc7f6e1ecf844da5a,9c47f91c01fe9d7d5317e76e63df14dbcc55ec14013192fc16928588846bf1a8,source_p1_06197
p1_15915,val,squatting,7,22,6,329,321,db06294f4206cc8fd6878aca335852c7fb3d6bf0e6df53fb12b9e6659ef771e9,9d2b705d4fbf66748607d87a9446ad8b5430e8188af5730eefae5a48663e71b9,source_p1_15915
p1_15929,test,squatting,7,102,40,282,299,6c35fd05e31a7bce2f7a89360e2b13dc549ea3a539b28afa07c3e87649b5a0a4,46f1d9520dee782e7f5ce95d595ec6e37800c711f8fb9610f88c51a9e1b13a66,source_p1_15695
p1_16056,val,stretching,8,25,0,70,169,5f83420cf109d2384382c5067f1dd7d8eb600f7280fa1100644f1f337562e99f,10d9d2357ee4a6c19fb797e037fd77c9b90f8c6d251fce21b86d7eb3de44370f,source_p1_01757
p1_16069,train,walking,2,50,16,173,368,5e32dc548a24d469abfc9b0239fcf580153429f8eac405c9fb515a54d840f7f1,e06e0efb1e3db0510fb9611115072b9fe9ec74dbd21bf26caee3fbac03fc9126,source_p1_03491
p1_16114,val,lying,6,8,58,113,170,650b84eac8d73274af1e2ada5547dc42780e9bafa53a21e618c95950f944f311,fafdb0a7709592047e82e80b478f45b5d11450b882754131bb61142c9bbc3db3,source_p1_16114
p1_16306,val,lying,6,0,54,458,258,bdccc64f8cae8c010459447bf7e12d11d71ddd6dd1a88e9d0d8f48187de489db,ada76e064970d56ccc27b7318dbbdcbb51c79d132f26c88b52504c988d2315b2,source_p1_12735
p1_16585,train,squatting,7,41,10,328,301,f1969b4521aec4c1fded3ffb10e3ce92443c11eaeb94b0600942fa572ad8dcff,0922c867c37c1af6d582969f710c5329051fc04ee64bd7586b667bd165249c6d,source_p1_09239
p1_16717,train,lying,6,6,40,170,112,f65acb696939bcf90bedbc7333e458f89558b4d49ddec34496dab6e2c5863f93,3062fc6c50e09393ef8641056add8fd90cbf6d3bfeebc945aaa456f14eba8e0b,source_p1_16717
p1_16776,train,bending,4,116,157,330,395,7c890b672b559e9fe861ed36db400df24e2c2e3e6d0bdb48d78a054c7da2abb3,e922ab485fd64479b10b61ac312561d5e70bd7e08f2f46093c50020bac3c9c6b,source_p1_11429
p1_16795,train,squatting,7,243,106,313,236,3df918b40caeeabd1c1249f5838cd7125342e4106273fc2b33c1a21852df3583,e5ff45458a9b2d893bf095916b4e8ddcdf3173387bb78e074fb4bdaa54753271,source_p1_16795
p1_16912,train,sitting,0,87,64,389,593,9fbe55ebe5abeacd17f9aed4de5446dd271c132b51939c6e8239ae1372642f0a,82bac81817b8a02093e65783893df9d4540837fd8aa0acc3aa38a7b85296acbc,source_p1_16912
p1_16952,val,jumping,5,109,58,430,289,548c561302db082423a4491c284635cf3d5866339e1a0149a0fae0bf3ee5bab8,48c625c2729a6ea01b9258bbb17f90d5ac0622c5e1b41e38aac7396c0a5d6fbc,source_p1_16952
p1_17025,val,sitting,0,19,62,370,517,2b6811be1f39e5ac1c9b4179fa2e7e4d9479d154fb4452a1487113abfe1a660b,f3f92f1d636dd6bcb6bba9cc0fce7b54ae10e163d5aae68463f08edd8de770ad,source_p1_08323
p1_17027,train,squatting,7,38,9,86,100,13624d5c98b319438783750a8f9ce8a0ab941b4762c7ff9cc01213e76e828656,f7eefcd8194eeed4a57ff1985ead8b4502a90674540b5f1c954107b9e7bfee60,source_p1_14210
p1_17166,val,sitting,0,10,196,271,573,ae1c205afcee0121836f6e4467c3d3406fd3733e0094ebdc77e4c66fa00696dc,4402a7825e3c4888b099c7bb66103971f8f07cf6676d07a8bca04a750a24a7e8,source_p1_11307
p1_17176,val,stretching,8,138,49,430,337,094f6c05c23920790e401a3944adbaf285d7edce59665980699105ad7b2d00a9,f3ffc597f6fd67e1129b81c7531530ecadd17094c8e73d089d53bdcc1e306991,source_p1_14682
p1_17195,test,squatting,7,246,100,320,256,0e808a36e0a6c176dd54494f4112f0df2697a980ea4e6c02147daf40f8d0428a,0f551e6f4041786ffbd066db4f611092d3215cd401a953d752ec62cbe4aa7251,source_p1_16795
p1_17297,val,squatting,7,50,76,430,543,7d913207a9a41d8296b8cae21204afa008d212fbe77779851b4480e9e5ff565a,aa19f76428ee7b7d10fbcb0c07f85cbf12977063f179385286820107bd6e260d,source_p1_13751
p1_17333,val,lying,6,0,52,432,372,e9e98a32b6992d263091548ee92293af1329452e23ce7402478e16a2c435145d,9b1c60e526adf372edd23c275cd5d877dd9c386aa37658160eadf767864590cd,source_p1_17333
p1_17444,train,squatting,7,25,12,97,92,3f8ac1e413eef4c9854047bd09722828da18e333e0564e8c46d2bd84a9db6215,6462daf374868b174316e1cabf4c0259e0907e63d505e52b63597af14dc7f19d,source_p1_17444
p1_17462,train,running,3,117,56,242,281,86847023383390ffb34f54f85bb75e6ebe59a1d1036ce7839d33a6bb35f0f4f9,07f5e855ff90a6b1ef33de2f11ef7e9498514df36b49f2769e1e90648a799473,source_p1_17462
p1_17640,train,running,3,100,69,296,507,cf2ed8208dec68729daec2bf8c2f9aeea697fba9c2ee47466b6fb027ff1ea5c3,11ec311d66d5b6fc01da0fb0290088c3d6218184bf1df6329362e309f85a383d,source_p1_14169
p1_17729,train,squatting,7,191,106,329,273,bc750d4a04db610d54e9b1fc79923f1c406d9b8b91d281ee23b3b196e905ada6,ff545fef9e89403ed8255eb24059b60edab5f7885b806a26d085374f117ff1f1,source_p1_17729
p1_18234,test,sitting,0,101,59,289,524,e806b99cc4fae21c40b12b006fbe23a118966586d8a267ce517944d645b87d5d,17a695b73308567388bf481089fadc5038d9e4bc3e1d13c63b355264347d2efa,source_p1_05980
p1_18490,train,bending,4,16,52,200,339,bcfdf84a293420f732ac31325e9a549d3e488c4e1f39ff31609f9ac365ecb0b7,635cb3222a348e1548415227e7240e7b540a0dd34529883ae23ff7979b1ceab5,source_p1_14363
p1_18528,val,bending,4,222,101,343,331,04237969b570ec9aa5604d304379fdaa74fdb73d9965c4a774c8a6f733da89fe,dd0daa94fee065b3bb685b0c51f2b23a358997bdbc203533dccb1da48c5e2ecf,source_p1_04944
p1_18542,train,squatting,7,257,86,367,260,855d7a287b2a59297e391b7d22cef8467a687b81b1c1bf04c73f645a44f646df,4f2486a24936b5fd61261c75e69a9404ef7ac7f13ce4c2aeca36701201af2fe7,source_p1_18542
p1_18547,train,sitting,0,124,28,267,434,c67d4f937c0b019a1fe2b5a16f817c4a0fee3805c7ba3a1fdbf5f47e331481c6,a53c94e697349201011effa792b26d9f2cc62137a1881317fe4ae344abcf3e7d,source_p1_12489
p1_18667,test,squatting,7,60,26,111,88,b21e5c538a5431f11dd90f2f730011e455c70a8fe382c5db6ba7da6722816f9a,6cfa2c3d7d09f8c11659315e3c9514d61706baf08ddcab0936f57f510ba6e4aa,source_p1_17729
p1_18779,train,lying,6,1,152,509,324,bf03274543d3eed171e8aba57526b39e7520058814c5c62b550f7a583cc88efb,fba24f85b1d0bbf8d244086ee22f95d1c20968fd9ff10de13e267287496c4fdc,source_p1_18779
p1_18931,test,stretching,8,32,10,144,103,d9063013c5bb551c8d7347058775c52c324a36dd40ac01382b38617034595dfe,e382692632f4e30c701dba3754b79b5aee4c07b97eb915221835024bd9a9a542,source_p1_06927
p1_18932,train,standing,1,99,28,250,450,1016e735f4f28ab4a082a8d2bcf9102b5aecf62397e21ac65539509fe29a080a,6c908c1ddc2e797dca30aa35835d1d26533e5f1da893e9e77553e659daf9f7bf,source_p1_07242
p1_18946,train,jumping,5,81,49,336,394,5669cb79ce54084353cbe13621b32314e66a375d3bf21283ec28690f50a65348,4ad4b5acea24d8862f2cf17bf0808ed3b707d7106614a6aaadf37d2650cb0062,source_p1_03844
p1_19000,train,standing,1,27,52,310,584,58f3e09144b6ecfae60c7fa232ebca72cc227c9bc170d61e6296b00ad0ba9cc2,170e84a7e72c2207c40f151f19ac26414b20222a40de80df30c3ad357b167153,source_p1_06161
p1_19134,val,squatting,7,53,45,76,79,9e8b801fb752176d96c69595d33c25ded5b4fc4a657bbfb0eeeb0bc382e45533,13a2749eaf464d8d3428eb62a041c1da472ffbbc16f68e123bcf2182e27c02d2,source_p1_19134
p1_19193,train,squatting,7,33,42,74,89,0a602fab62833687151dee8bc744827814314485771c74967a1b424c28e5cbaa,ba4e9e1d83f320ca10cd72951412ab12c90570981b8495625787900502514b41,source_p1_19193
p1_19371,val,squatting,7,71,2,322,294,5bad026dce42aa0a93edff74c31707552f4f1bc306b4f5e8341f134daf15f3fd,7271f69aee58217ff30c38ce3ccfe676216e449203ec35eca203baf7b5bd0b24,source_p1_19371
p1_19441,train,squatting,7,31,39,287,339,562057a9c3e47b1897047eb364029e9ddd927ced9b8b0f1a7ef148f7ff396d43,a9e7bd61df504cce48eb5a4041871674d04bafaa14ab3a23f8e1b78e4ade75a3,source_p1_19441
p1_19495,val,jumping,5,150,79,279,371,c4500d555f3a31a2350d3431a846ee4eadabad5a6cda0bdd4467379467c6a47e,20a9d4f6a7a84384aa55ead344604b74e6596806638472abd38287d61c2bcd79,source_p1_19495
p1_19675,test,stretching,8,22,154,306,444,8e61eed43f59c6caf573e4de459502a2d5f7bf52371ba6d5e5a815ddacc58e6b,5af4ab754c422b7b23d34293808fe6b9a6c3be42bae463330946c6c7e03659c0,source_p1_06841
p1_19690,test,stretching,8,87,25,459,314,decc785083fec29d35f2df986fdd4eed5613c428f5865ba10d958263bee87b9f,138233814374b1a37f7bc0c8b13adfea92e4cf339644dab59076472d671381bf,source_p1_19690
p1_19715,test,sitting,0,147,184,323,564,a6d3ac35b72a43c9fe5e5140d58150969bc7d562a55f1bbf804630f880c2242a,b709873b954f28d450606ab301e9a173fabeb3553ea9db04fef06383ed2a9d6c,source_p1_19715
p1_19754,val,squatting,7,50,25,337,535,0aeffad3c184ee963522a6445d6d9fd69aefebe6839cb1822d91d2f4b04570bc,b39c0d7d45f68a56141aea46f55c4b9bf4985c972667ed3b12a96831655945a7,source_p1_19441
p1_19788,test,standing,1,94,32,263,506,88136cfc75279d2bf8029d8dd702c9ce5610fb7387159de4274acc387f9ea0fb,e8b3bb1268edff2da20625ff8233584962469db8951ff2029c7907fe41a60ed1,source_p1_19788
p1_19801,val,walking,2,285,125,334,264,4ff587f15bb2158448012088cf5af096919e8a116d0aaf944b842f28c0f6ba30,a616d293febe8b9962c91b5f3bc81b512a0179972f23e52048dbacecacd9fdcf,source_p1_04172
p1_19929,val,lying,6,143,110,380,271,8f8e02b0a1b5693ecde620842f97185651753718a57a0783105b0f19c0956554,63d3ca5bc05f986ee0ca7e0681b3516246e0299b21b90b9cb9812d89ebdd6691,source_p1_16717
p1_19930,val,stretching,8,233,180,306,268,0951c0f8f8e9ab4c4bea309c247fe796fdf2f695dd6e12c49375067847d662a6,b498c93a6f8ba0ba920e615ffa2007154aa220f38b847310f7b363f189a035de,source_p1_09084
p1_19964,val,lying,6,207,60,434,274,fa03e43c9f0f57a7d5139cda321903dc6878405bda63f97697d4c274c23a91f4,ba77abaccb73029458e515661d65f5138e62b9a3a868ad286aa6d7f3bb0cd28a,source_p1_19964
p1_19977,train,standing,1,58,87,295,594,efe01cd1f3158cae6eec6d756d6728ecdff5d1c3378de8fc1e5e25f8cf1a7414,248db93961a32fe13248f9288b7a4a799edce99d6df71f110b924882f68276e7,source_p1_12524
p1_19997,test,bending,4,156,19,419,545,05a3d707146b260a2bb9fcf994d9e5036ae68a5996c81d10a15735cdc3dc4958,b7f786a57b08a5292470f799d9ed8c8b4c14435d39872996ffbbda890281a65f,source_p1_09409
p1_20523,test,lying,6,0,30,167,113,35f3bbfec61a8236a0e215e2f15f63f31de358fd62f2719bd50be6ebc5efa69c,a70095219f9c95125026c2694c69139215bf7d76a6a1bcdc100e44dbf6e0e5a3,source_p1_20523
p1_20548,val,running,3,62,9,366,307,2b1e687130e85a6554bb5c6be768b7cd6cd29a3d7b03df62ec18f121dd2ef9d9,d8498d103c5f94aa5ec534875bf2ca9d92ea44744d44ddaa4490e3150068a326,source_p1_20548
p1_20709,train,squatting,7,35,65,75,144,04066f87daa02136ff9e394d527708b4dbd554f6d5fe3fb7e50a82bf6ef56167,cd3bd18c1102625c22c592d0691bb4fce738d8f8e1f2c93c95e1f115461b5e1e,source_p1_20709
p1_20845,val,jumping,5,86,249,362,386,5dc27120b10dcc51d47f7ee95e81c5679e91bdd5c5f2fcd958a62515973a8216,3fcf86f0804adeb67471619798317c0488f56056668faa6e8df1851cb128f70a,source_p1_06145
p1_20854,train,jumping,5,312,95,465,289,e2a645cb1ab007b1a574b7863afbf7486fbdb9f889db8e5c88cadc6b521241ee,a295ee94106ffa3f1e62367218bc4c6a4f723027685eee0d83f5f9470773a119,source_p1_07487
p1_20958,train,bending,4,12,110,170,331,eb132a04d357af62de2161a63e84a0c756880bc34836b7af5d3a00ba29bdab22,e086134fd90a54c71a7e34a68b936f457ea28e99bd72781f5a0e35f57263a514,source_p1_05213
p1_21005,val,stretching,8,37,6,148,107,3d69c5d94968b55f519d193d53a6472148e305d42a18ce4122a6e9d0630be944,7c29633ee29a22c9b15d7f81bf0aacfa4882e4131310dce57f477c9a1dd6c539,source_p1_19690
p1_21114,val,squatting,7,104,13,384,584,63f5448e9bd76a7e44dc49f0d21bfb88b1fab378d55754647735193c6192841c,23fd80cd4cf0d1c6ea606c107120876f2e58a8cf343861a1327173fd7af1d3d6,source_p1_11607
p1_21185,train,bending,4,67,227,424,524,3c231377fb9ee83a6eeddc56f10480daf79b9fe25f97e49a858b40618e482feb,2a593cbbf8e817c5f29dbcb63b7c010a21a77fac656d955649e656f67d1316d0,source_p1_07190
p1_21271,train,bending,4,70,80,302,475,9277d5542bdf7f47f8e14f4095dd094c3b011feb9d71190c2d312552701a6cdc,9080befd4231bfef2783fc28206f650545cba0e6ddba3537e40f039a2dbcffd4,source_p1_11870
p1_21288,train,standing,1,86,65,369,586,5600160b0a837046328b9e61d22b9ead77492b7c1f72c34a90de861c36ab972b,bcb7675cedda1694aaf7c26ccdc3fbd94a12cb8406c430300481eceb3621b7f2,source_p1_14742
p1_21347,train,sitting,0,32,44,389,571,1ebdd720d27e44bff4c2bf936044f16b61092cc65a1a788d6fbafb454b481c72,40bec0331ee6499f33fcc721ca62e48b4c43c99615c779af63639a6d41c6be6f,source_p1_01760
p1_21352,test,jumping,5,132,71,397,303,d4388f8888b37607b0644728e709bbe8324b318707d3bc97171c3fa19d7c83eb,cb749c2b1430aaa181f32e24cfcca780ba3fc8b6a71eb96fc8c06cc3ca75fcb9,source_p1_16952
p1_21365,val,squatting,7,83,42,292,291,80531453fe88474b528a7fa66a675eab7f9a223b677fbdf9ae494d23efe5dcbe,55605dc2852748f3c2eebe796e9d82d0a9aa67cb11df0325cc3b6296b281f19b,source_p1_17444
p1_21372,test,lying,6,0,54,426,362,d409c6353508e94fbc650ec088d2303de28dcf5e91d0c15551cf3bf5ab509620,7db420d7069ba07360639c54a8c9206dddac4e6887cd640135fff5ead924b98e,source_p1_17333
p1_21374,train,sitting,0,56,15,361,481,b85d9b75a49f752d1b63fdf1f36c4df6c876c5a25bf3c7d9e62578b3a3f0a09a,a1d0e1afe8351c16fad2a6b5b959dda518618d915261ae957c56d21139453f12,source_p1_21374
p1_21580,train,standing,1,61,49,319,593,e4a07e2e97229f838b619fc88d294b96f35cb45aee7642a4b458ba96e406a35f,49fecae73e540a4ffaa77b89172eae19a61ac6f93becc4fca88393f4463dd454,source_p1_21580
p1_21647,train,standing,1,95,102,291,527,917166f10a8e5d4b499a77477cfd953a4cdd7abe29fdf8b81d5e4d323841d6c7,f9a5f3339712d3c9d3c51d5765abade3ae77fff34d74e4611b294a315282dbb1,source_p1_21647
p1_21690,test,stretching,8,112,0,317,593,c8b76d668aed58a979deba9b19edc241fab3df2e521bcbea9235cfdaa3067f78,23069406303aa137059f3f0e39e9fcb5f55f04a7c9e6c7fdfcf3006acfd09ce9,source_p1_00887
p1_21704,val,running,3,127,64,246,287,4569e68a27ad554a1b62b7506dc193a7cbd56b1721992542998ddc5b112a5007,1da6cb93fc073db958126f445c637f06c11fa773a19cab5c6341257054ac667d,source_p1_17462
p1_21854,val,squatting,7,36,14,383,379,8ada0e9a421a9b7a9e8fc835df39efa55c44f1d2af3ed3d90e03144f414ea9ab,eb273ed919f20a8d105ad5b7adf1783a42446cd9026cfd1ecf3b6dbddb328052,source_p1_12838
p1_21901,train,squatting,7,31,25,472,591,567658c16224bca0dd3db90aa1f400bcc3cf5b97f852346288b9c156cfd42f33,e5775b8110e4f1d82a7666ef4d42dee81e9d541fae03ff96830d12d3416f18e4,source_p1_21901
p1_22048,train,running,3,39,0,413,325,19d60434ce3804a7932d7671d8b342aabafe6c425314b7a7a5836e0a874bb634,ce3c34a0ff329ada581cdcc321b46ac5a2eb5d94cd76e8175009632a8c5209b9,source_p1_20548
p1_22171,train,lying,6,236,72,502,319,ebeb9f8ca0f4fb0eef7da61554bc05df574e03205069ef263e1d0e0d779ef416,0c63bebae256dcb7b42c78e5b0dd71389cde02c1efa8ad28ed4ac3585b269df0,source_p1_19964
p1_22195,train,lying,6,126,76,386,212,afc504b96f3386c3bfab70fbb3117f44fd8c4682316247aae604ad846113c58b,16a5e38f7abf11dec15e08589bc6ed96e015eceb79956f8ff8395fc27ee299a4,source_p1_22195
p1_22246,train,bending,4,144,23,505,338,4d1168a7383459485c739529f6b9f61b762fab0e3bfdc7307aba8681f81ba1c7,e5af15f663f212cc55f60c65a84ab13ad99ad3d4cb1e1f913063dcb1fb5ce367,source_p1_13959
p1_22363,test,lying,6,2,57,169,109,dbb3a53defd31fa887361dede86b46a2faa62d91765422094ce658b50683e801,50b2f91f2db89a7cb81cf48cc62e153e30971fb21c75d81f8cca7e9437c77eaf,source_p1_18779
p1_22385,test,standing,1,21,86,342,594,fa5cffedee3783fc920198d886ac6d666522860c1dab13ab85f0bdedde066292,7add7d871a031f7f376d545a950e6f3140f797f52f7a7939f4b8e018925214ef,source_p1_11627
p1_22495,val,bending,4,13,0,354,415,18eef686f863fb2dc7c3c374160dcd4070efd6c82fbb171db5910d78bb8f5799,7a75da0ecff8a43a49b25082b6f7dcd2e7f5addf4ffbca6cca5c4a5c1bdb0072,source_p1_14724
p1_22763,train,jumping,5,394,90,513,295,c26158e53acb56f271a1709a3ab6a09124c056d4af6ebd19d3837a93d6519e90,2a9f87f1c168e9ee1672a1b54ac18af7f97d342db61afe547975b4454286267a,source_p1_07487
p1_22915,val,sitting,0,103,54,368,593,a89e2f049fdae41e267a8b7bda86602f79b2dd163a0d77964d34487e6db095e9,9f78fcc1a96aa345dfadef7eb81d9d90e2fdabc257d55f6259d9f698c910a6ad,source_p1_16912
p1_23002,test,standing,1,33,44,324,594,3bd7c2d630191505fa13cce5a9811be1a79fcf77e22a8f3819664855ccebc344,a5efe39a0053a094ef362849401484513ad81ee926c5f94c53da47431b09f426,source_p1_15110
p1_23219,test,lying,6,14,32,163,129,4e89bc9296890f4a5525349dbc82451701af310e5fa25ec34817eb203e3ab01c,9c6d947a74e639d7d54b3b865fb3a63c059767a1fca2ad8090389bb470f494ea,source_p1_23219
p1_23258,test,sitting,0,0,77,356,594,f54fa89a8e27857bc47c7ea1df7c624a8c4629fbf16541f9430a274f69cb7d5a,6d78ea35a25b5472d8a3285f4e061c461dd05cae66ecd141b281ab8b51efa8f8,source_p1_05991
p1_23662,train,squatting,7,24,215,272,528,34f04c89ce5dfdffebdb21b7a8901926a67244b8e40775c7faabc442ded1d43f,9a834b4b6ab8b03f58179d0a7e919bc2438b50703e99b093ce4286e8195693f1,source_p1_23662
p1_23691,train,sitting,0,9,58,388,591,2d6cd4962832562faf2f6f84e7d9bb1c28868dee8180edc97eb3aac998254ad9,460af0dd9691af9565ce56aba175251f35ba3f751f43251e352d17e4a1d2be19,source_p1_09525
p1_23768,val,running,3,142,79,245,435,0433d843a51244fafe4832097c7dfa2c4d6c8f0af63f089dbffcb3cb6dfe4165,5cc6f5ad5aca825ee131c5f20a77c7fbce42160a2c349643ae4c52b3d49c9bcc,source_p1_08423
p1_23787,test,squatting,7,16,185,251,454,4aeef026ee8635306c3427601bbedd8e0a564206d02af61363b9468c419b0281,c0a1cac1af422f65c719338fb545113dae0a8562c07c4e4c0d725ff69e2acb23,source_p1_23662
p1_23789,test,squatting,7,20,0,410,594,400b3d0645a776619e6081d4baa225b6b4668127fe627776d719064b313382b7,b3aead1d4e6a4d42a9c0c12780a4c5dde71f27f45d6c9940c9648c5b1a3cc72f,source_p1_15915
p1_23822,train,standing,1,39,47,227,401,211498b61dfc969cc4e1c826ec8b80303c07cc454b36726c1d081a2ef10f7e3f,3e74772ad8a69ba3ce83b0fccecb26fec003ede255b6f753c63ad37c2d2107a6,source_p1_15527
p1_23920,train,running,3,0,0,231,467,77dc974253ad68d11ad529e11376348a5f7721aedb15cbd2bee5fe92ab8ee9b4,c6b21d0807f37f39b4ad8d9a97c56e0f6c228bc58cf3e0a9d42ec7bd96712d31,source_p1_15259
p1_23991,val,stretching,8,130,74,240,450,0b3cd76be7baed73f56098d886358931523c232be7b90c830d3dbadd1896d2bf,284f943b7ca5334d6261b93294bc9e477920bb6d23bad5e1f4da354141149f6d,source_p1_10482
p1_24185,train,running,3,203,155,278,369,5e03f02df21b5f54756349bf2b65db13f0f2ecb5284ad009df601e7722511a21,980ec41f3443f76feee89f46d9800b89d1f3dba15e92221b67fd8fa3f3460285,source_p1_06653
p1_24364,train,jumping,5,172,104,329,424,8719662b6d89ebc8c57c81eeb03504ab4e80a1174a8aa795ce640b6c7c2dcf70,dffcd12b334bcb2172f6e37964c7272a4c5402ff72447a30520d4e0bfdda0a98,source_p1_19495
p1_24376,train,standing,1,94,31,257,484,dfdfab0539f7fa8ce860ca570dc341c187a172213379c0985789bec4174df5f2,d00e3c9551595d198917b735020c74c2aa9d070a0acb505bf3d20f3a61db27a3,source_p1_19788
p1_24427,test,squatting,7,119,136,363,516,fe46b22783d4201cfaaea10c6b3482345b109a656520177063cb5f120d898cef,61a8d5b93415cbbe7d65a8fd26ba004655c275f4d9174a5b4321de176db8e1d0,source_p1_24427
p1_24519,test,sitting,0,42,12,376,594,d40997866735a3c14902df7d7c32c4c673ccaecc8b2e82d80a815bd61a92915a,870023994a679979a5ee59afdd2e872207bc71f7d0f4f87b666171d7a3eb9243,source_p1_21374
p1_24686,test,squatting,7,396,125,449,183,98ed6e568a2ec320c6654a3777c7d91e0911d36e84fcad6b11f96d0021f47720,4ada4d0e1c608d87f5aece589b02902147dc8400cffc4b0445993215add2035f,source_p1_24686
p1_24785,test,jumping,5,292,9,501,263,0c50381c01e111c5ea92b0e692f6e142ac45e636e66ab4d1f156f52f975e9c76,400f0f5df34bd176bcf2d7407602aea70adfdcc4160007f202681283326e7d66,source_p1_01131
p1_24804,val,jumping,5,59,2,415,399,8690d2d240ed0edae5f1242537014cfb9137bc5b78a9d2e42bfb64b1f31184cb,404f5827af785530656662606f18b3139fd2b16c0053e510e77af37762b402a7,source_p1_15295
p1_24934,val,sitting,0,174,22,490,299,35d89ac4a608ff794195f2c49455515d2cbcb9f3ba0d010225f9f04ca57642e1,d2b5fbe91c7a29bc6cd4216ac3065a1498f776f812286ee98b75737053b68fe7,source_p1_24934
p1_24983,val,sitting,0,162,10,415,396,7378f043920a7da44e8c273da88be92265ccc5ce3c0c84a73403c9213a281c87,b5d525ff731d7d13f1a8634dff45fc6c77905d8a6ec6d26148f386fc8ba3c1a0,source_p1_05881
p1_25092,train,squatting,7,54,117,297,407,48776f77ede2e60a849b3ed4bcf57acc62d96de6ec44bffc393878fb6cede687,1c1a30e392a31536e093e0120a8588ff6cdef570db75fb230dc33878d4276703,source_p1_24427
p1_25159,train,standing,1,85,78,259,445,b215b24621bf6b330f922d5907e111f77392cacce2194a8b6b2933f75ea9d519,630639feba58ad863a966e9934806910a451ecbe7da8e64d3a2ffe5f6a5d4b66,source_p1_25159
p1_25235,train,lying,6,0,127,331,503,466774a9864ea0af7b3e52e6962104816f5ab5f05d6f461067b59009d02f629c,edd6c0d17056766c01f517db49adbc2fa963dbe1a5dc4723088f7c448ea5e23f,source_p1_16114
p1_25334,train,lying,6,0,56,407,224,6efc8ac00e918b609a1b999a11fb8a536e99c7e1a35259edb950172b81599ff3,a673c75673da2a0a985aadec63da4f838e111e1c384a47912e2d56019bc9bd49,source_p1_14520
p1_25454,train,walking,2,108,14,296,573,30380844b5e153b61ac20e3d34cdbe937b5e259719fbf57d0e65bc0b00414aa3,e5da36514c3f3e1faf548fe20dc424706499057644c0d51c7a4101b404f471ce,source_p1_25454
p1_25461,train,walking,2,115,3,296,588,231053ce614373777d15e27a9d26e88625acdd2ea04e08db295f3dac45007fe2,3f58031fb8d346a2be22be3ca55c600df2d1b5620f80c3b52de2b3c51c34e8fa,source_p1_25461
p1_25470,val,walking,2,114,22,296,569,fe289d230885536e63296a48788e56a391cabeaa7344baf5b9441cd8c8b85f00,0ff7dfb5abdb5948df37484154bee18d9ac29c9237195cf2c75549fa3eb2883b,source_p1_25454
p1_25541,val,sitting,0,126,72,341,594,c9401066c7b4e59f640b241fa3bef3d9b5011ed4a3061a3b9e0f566879e2d384,29ef9ce1315ffb2f2e6a34c656d23604456ca684a607b9f49d2c4e10842d1c6d,source_p1_25541
p1_25568,train,jumping,5,182,0,370,385,7ab72079e36fad20f938d5bea6e82904d123ce3d399157ff769fbd15fa88bb8e,f9d1a62f5b250637ca3c55dd3c61b9bb2e0cf10214b4bc691bf2206d79248ff1,source_p1_25568
p1_25734,train,sitting,0,176,22,481,304,962cbf59d83c6e42c5590a476be45b51350c7d343934f8433db01ea1f7c8bee4,9f9df99c9ce1695029fa42c0f07ec12c11ea95add393daa734466e8787808612,source_p1_24934
